waveform_id,mass1,mass2,mass_ratio,spin1,chi1x,chi1y,chi1z,spin2,chi2x,chi2y,chi2z,alpha,beta,gamma,massf,spinf,chifx,chify,chifz,eccentricity
SXS:BBH:0848,0.500026602396,0.500002476676,1.000048251200995,0.799936693438614,0.0641853096166,0.796663774104,0.0332534294366,0.4000640683762168,0.0321738541677,-0.018562798323,0.398335944188,1.569162658331574,1.5292142684303485,0.092980987639202,0.943650510405,0.7648635217380635,0.0956969817348,0.0855987300877,0.754010047665,0.0003637
SXS:BBH:0849,0.666728928789,0.333348418079,2.0000962735362147,0.7998657230543978,-0.10995923296,0.791290067866,0.0394229692033,0.3998639597755958,0.0548030310712,-0.0103888944795,0.395954397607,1.5665348691013783,1.5214893661008335,0.1399514537775778,0.954060738561,0.7188282983305563,0.0404545406045,0.215547239908,0.684556016695,0.000473
SXS:BBH:0850,0.666657514664,0.333318941325,2.000058898585007,0.0001198286878324,-2.20757404254e-06,1.94634797109e-06,-0.000119792540561,0.4000201104655108,0.367562403896,-0.15773438617,0.00581647991543,1.6086741716406137,3.117029548067284,1.5562553456262276,0.961040891148,0.6242610814411822,0.0132655813074,-0.0272741064816,0.623523893103,0.0004594
SXS:BBH:0851,0.500039263947,0.500002350469,1.0000738266089455,0.7999571161987928,-0.0294631554918,-0.0237036396047,0.79906285591,0.3999888654328447,0.354003523101,-0.186057300493,0.00743498726237,1.5710426077717308,0.0472883415861215,1.5522072706504888,0.936230030732,0.8060538864580677,0.0289479458449,-0.0580557602165,0.803439115933,5.22e-05
SXS:BBH:0852,0.666659051613,0.33335545867,1.9998444131462343,0.7998513736975648,-0.0152293333036,-0.0196999604649,0.799463694592,0.3999369529455442,0.385155739481,-0.107652122207,0.00395515619662,1.572618574739535,0.0311360912066568,1.5609067163446282,0.937258096366,0.8696138907346402,0.0155202348579,-0.0215344659108,0.869208667724,0.000262
SXS:BBH:0853,0.500005365723,0.499996127886,1.000018475817081,0.7999499828822083,0.592594664256,-0.535843686907,0.0402874944676,0.3999966399347533,0.295971040722,-0.268298318102,0.0203584753031,0.0013552204960407,1.520412495866409,1.5198777110208177,0.947581040069,0.734465400164698,0.0263463087506,-0.178344561702,0.711996147016,0.0003896
SXS:BBH:0854,0.666739826761,0.333340993889,2.000173512961383,0.799841659470975,0.698873072856,-0.386526756222,0.0438198013071,0.3999700324792832,0.356996758928,-0.178913933174,0.0227847649229,0.0406151742142447,1.5159832884615114,1.5137992909771605,0.955499392044,0.719857048027251,0.176184518949,-0.181393231104,0.67398047493,0.0002897
SXS:BBH:0855,0.500037886293,0.499999182911,1.0000774068904963,0.7998287359420442,-0.77032478244,-0.215076495881,-0.00823634123656,0.3999922613598262,0.291381550259,-0.272566964928,0.0282462554394,2.1165760426832905,1.5810941398624212,1.500120498206594,0.95071037981,0.7036151454920696,-0.0996823436883,-0.00522944348968,0.696498640518,0.0005219
SXS:BBH:0856,0.500026993547,0.49999661402,1.0000607594654607,0.7999166990795477,0.170740816676,0.77967476797,0.0531183130197,0.4000025076330501,0.29144198853,-0.27243738406,-0.0290076748629,2.1096486827283125,1.504342620862004,1.6433787724860955,0.95031327931,0.7023959437203683,0.0986899851887,0.00870847839603,0.695373648467,0.0002128
SXS:BBH:0857,0.500040275837,0.499997286225,1.000085979690659,0.799838821588719,0.0332634712925,0.00667768488232,-0.799118946417,0.39999933441734,0.213571045731,-0.338161164346,0.0058226186411,1.5701930298948,3.099162467743896,1.5562392418472129,0.959959453829,0.5663055534552417,0.0175333701816,-0.0576369443837,0.563091949371,0.0004765
SXS:BBH:0858,0.666671520277,0.333323488657,2.0000736310636222,6.612692770528241e-05,1.63297411139e-06,2.98200553488e-06,-6.60394700636e-05,0.3999892297539241,-0.328372860233,-0.228293764417,0.00667875062055,1.6335238483576575,3.0901560145500078,1.55409822468935,0.961191099604,0.6246893101155175,-0.0308034612658,0.00438099250914,0.623914006776,0.0003799
SXS:BBH:0859,0.500039529545,0.500003814758,1.000071429029031,0.7999563423358437,-0.00613087042901,0.0386635691881,0.798997928964,0.3999907242004591,-0.343220807004,-0.205276711905,0.00731632663311,1.5707549430446333,0.0489555187195553,1.5525040659453162,0.937196708537,0.8073187564811802,-0.0672368739653,0.0071048304724,0.804482627985,0.0005106
SXS:BBH:0860,0.666678422735,0.333328895089,2.000061898495162,0.7998714200617053,-0.0118254376736,0.0226503113061,0.799463201813,0.4000157346913733,-0.220005671187,-0.334007813708,0.00699092470556,1.568842121315002,0.0319499062244564,1.5533188127273796,0.937406780209,0.8693449411327849,-0.0260338387778,-1.55794347735e-05,0.868955042375,8.39e-05
SXS:BBH:0861,0.500006775924,0.499997725541,1.0000181008483393,0.7999468556102496,0.583077203486,-0.545499715385,0.0486416189138,0.3999932496379763,-0.384122326045,-0.107496659789,-0.0298178893273,2.119103509182664,1.5099527308017051,1.6454115246605692,0.950417804677,0.7021671271461893,-0.0368127531054,-0.086166591566,0.69588706997,7.32e-05
SXS:BBH:0862,0.666707561282,0.333350388936,2.000020349188797,0.7998795296545679,0.708394093272,-0.368182362308,0.0492627512737,0.3999412636414007,-0.323677276354,-0.229694099518,-0.0492610980567,2.048764312001511,1.5091696125540297,1.6942807425873676,0.956271735838,0.6942189069502028,0.142209288835,-0.154896245869,0.661606803133,0.0002511
