0.0000000000E+00 0.8833357607E+00 -.1104182464E+01 0.2800000000E+02 -.1301042607E-17
0.1000000000E-03 0.8833090871E+00 -.1104186555E+01 0.2800007067E+02 -.8832794767E-04
0.2000000000E-03 0.8832824164E+00 -.1104190644E+01 0.2800014133E+02 -.1766428895E-03
0.3000000000E-03 0.8832557488E+00 -.1104194731E+01 0.2800021200E+02 -.2649448259E-03
0.4000000000E-03 0.8832290841E+00 -.1104198817E+01 0.2800028266E+02 -.3532337575E-03
0.5000000000E-03 0.8832024224E+00 -.1104202900E+01 0.2800035332E+02 -.4415096846E-03
0.6000000000E-03 0.8831757638E+00 -.1104206981E+01 0.2800042398E+02 -.5297726091E-03
0.7000000000E-03 0.8831491081E+00 -.1104211061E+01 0.2800049464E+02 -.6180225298E-03
0.8000000000E-03 0.8831224554E+00 -.1104215138E+01 0.2800056530E+02 -.7062594478E-03
0.9000000000E-03 0.8830958056E+00 -.1104219214E+01 0.2800063596E+02 -.7944833637E-03
0.1000000000E-02 0.8830691589E+00 -.1104223287E+01 0.2800070661E+02 -.8826942781E-03
0.1100000000E-02 0.8830425152E+00 -.1104227359E+01 0.2800077727E+02 -.9708921914E-03
0.1200000000E-02 0.8830158744E+00 -.1104231429E+01 0.2800084792E+02 -.1059077104E-02
0.1300000000E-02 0.8829892366E+00 -.1104235497E+01 0.2800091857E+02 -.1147249017E-02
0.1400000000E-02 0.8829626018E+00 -.1104239563E+01 0.2800098922E+02 -.1235407931E-02
0.1500000000E-02 0.8829359700E+00 -.1104243626E+01 0.2800105987E+02 -.1323553845E-02
0.1600000000E-02 0.8829093412E+00 -.1104247688E+01 0.2800113052E+02 -.1411686761E-02
0.1700000000E-02 0.8828827154E+00 -.1104251749E+01 0.2800120117E+02 -.1499806680E-02
0.1800000000E-02 0.8828560925E+00 -.1104255807E+01 0.2800127182E+02 -.1587913601E-02
0.1900000000E-02 0.8828294727E+00 -.1104259863E+01 0.2800134246E+02 -.1676007525E-02
0.2000000000E-02 0.8828028558E+00 -.1104263917E+01 0.2800141310E+02 -.1764088454E-02
0.2100000000E-02 0.8827762419E+00 -.1104267969E+01 0.2800148375E+02 -.1852156386E-02
0.2200000000E-02 0.8827496310E+00 -.1104272020E+01 0.2800155439E+02 -.1940211324E-02
0.2300000000E-02 0.8827230230E+00 -.1104276068E+01 0.2800162503E+02 -.2028253266E-02
0.2400000000E-02 0.8826964181E+00 -.1104280115E+01 0.2800169567E+02 -.2116282215E-02
0.2500000000E-02 0.8826698161E+00 -.1104284159E+01 0.2800176631E+02 -.2204298170E-02
