0.0000000000E+00 0.1012295312E+01 -.9487051608E-01 0.2800000000E+02 -.1301042607E-17
0.1000000000E-03 0.1012281080E+01 -.9487055471E-01 0.2800005398E+02 -.5058806071E-05
0.2000000000E-03 0.1012266850E+01 -.9487059320E-01 0.2800010796E+02 -.1011617582E-04
0.3000000000E-03 0.1012252622E+01 -.9487063155E-01 0.2800016193E+02 -.1517210928E-04
0.4000000000E-03 0.1012238396E+01 -.9487066976E-01 0.2800021588E+02 -.2022660650E-04
0.5000000000E-03 0.1012224171E+01 -.9487070783E-01 0.2800026983E+02 -.2527966755E-04
0.6000000000E-03 0.1012209948E+01 -.9487074577E-01 0.2800032377E+02 -.3033129249E-04
0.7000000000E-03 0.1012195727E+01 -.9487078357E-01 0.2800037770E+02 -.3538148005E-04
0.8000000000E-03 0.1012181508E+01 -.9487082123E-01 0.2800043162E+02 -.4043023210E-04
0.9000000000E-03 0.1012167290E+01 -.9487085875E-01 0.2800048553E+02 -.4547754792E-04
0.1000000000E-02 0.1012153074E+01 -.9487089613E-01 0.2800053943E+02 -.5052342753E-04
0.1100000000E-02 0.1012138861E+01 -.9487093337E-01 0.2800059333E+02 -.5556787093E-04
0.1200000000E-02 0.1012124648E+01 -.9487097048E-01 0.2800064721E+02 -.6061087815E-04
0.1300000000E-02 0.1012110438E+01 -.9487100745E-01 0.2800070109E+02 -.6565244918E-04
0.1400000000E-02 0.1012096230E+01 -.9487104428E-01 0.2800075495E+02 -.7069258406E-04
0.1500000000E-02 0.1012082023E+01 -.9487108097E-01 0.2800080881E+02 -.7573128279E-04
0.1600000000E-02 0.1012067818E+01 -.9487111752E-01 0.2800086266E+02 -.8076854539E-04
0.1700000000E-02 0.1012053615E+01 -.9487115394E-01 0.2800091650E+02 -.8580437187E-04
0.1800000000E-02 0.1012039413E+01 -.9487119021E-01 0.2800097032E+02 -.9083876224E-04
0.1900000000E-02 0.1012025214E+01 -.9487122635E-01 0.2800102414E+02 -.9587171652E-04
0.2000000000E-02 0.1012011016E+01 -.9487126235E-01 0.2800107796E+02 -.1009032347E-03
0.2100000000E-02 0.1011996820E+01 -.9487129821E-01 0.2800113176E+02 -.1059333169E-03
0.2200000000E-02 0.1011982625E+01 -.9487133394E-01 0.2800118555E+02 -.1109619629E-03
0.2300000000E-02 0.1011968433E+01 -.9487136953E-01 0.2800123933E+02 -.1159891730E-03
0.2400000000E-02 0.1011954242E+01 -.9487140498E-01 0.2800129311E+02 -.1210149470E-03
0.2500000000E-02 0.1011940053E+01 -.9487144029E-01 0.2800134687E+02 -.1260392850E-03
0.2600000000E-02 0.1011925866E+01 -.9487147546E-01 0.2800140063E+02 -.1310621870E-03
0.2700000000E-02 0.1011911681E+01 -.9487151049E-01 0.2800145438E+02 -.1360836531E-03
0.2800000000E-02 0.1011897498E+01 -.9487154539E-01 0.2800150812E+02 -.1411036831E-03
0.2900000000E-02 0.1011883316E+01 -.9487158015E-01 0.2800156185E+02 -.1461222772E-03
0.3000000000E-02 0.1011869136E+01 -.9487161477E-01 0.2800161557E+02 -.1511394354E-03
0.3100000000E-02 0.1011854958E+01 -.9487164926E-01 0.2800166928E+02 -.1561551576E-03
0.3200000000E-02 0.1011840781E+01 -.9487168360E-01 0.2800172298E+02 -.1611694439E-03
0.3300000000E-02 0.1011826607E+01 -.9487171781E-01 0.2800177667E+02 -.1661822943E-03
0.3400000000E-02 0.1011812434E+01 -.9487175188E-01 0.2800183035E+02 -.1711937088E-03
0.3500000000E-02 0.1011798263E+01 -.9487178581E-01 0.2800188403E+02 -.1762036874E-03
0.3600000000E-02 0.1011784094E+01 -.9487181961E-01 0.2800193769E+02 -.1812122301E-03
0.3700000000E-02 0.1011769926E+01 -.9487185326E-01 0.2800199135E+02 -.1862193370E-03
0.3800000000E-02 0.1011755761E+01 -.9487188678E-01 0.2800204500E+02 -.1912250080E-03
0.3900000000E-02 0.1011741597E+01 -.9487192016E-01 0.2800209864E+02 -.1962292432E-03
0.4000000000E-02 0.1011727435E+01 -.9487195341E-01 0.2800215226E+02 -.2012320426E-03
0.4100000000E-02 0.1011713274E+01 -.9487198651E-01 0.2800220588E+02 -.2062334061E-03
0.4200000000E-02 0.1011699116E+01 -.9487201948E-01 0.2800225949E+02 -.2112333339E-03
0.4300000000E-02 0.1011684959E+01 -.9487205250E-01 0.2800231310E+02 -.2162419352E-03
0.4400000000E-02 0.1011670804E+01 -.9487208520E-01 0.2800236669E+02 -.2212392249E-03
0.4500000000E-02 0.1011656651E+01 -.9487211776E-01 0.2800242027E+02 -.2262350788E-03
0.4600000000E-02 0.1011642499E+01 -.9487215018E-01 0.2800247385E+02 -.2312294969E-03
0.4700000000E-02 0.1011628350E+01 -.9487218247E-01 0.2800252741E+02 -.2362224792E-03
0.4800000000E-02 0.1011614202E+01 -.9487221461E-01 0.2800258097E+02 -.2412140336E-03
0.4900000000E-02 0.1011600056E+01 -.9487224662E-01 0.2800263451E+02 -.2462041451E-03
0.5000000000E-02 0.1011585911E+01 -.9487227850E-01 0.2800268805E+02 -.2511928209E-03
0.5100000000E-02 0.1011571769E+01 -.9487231023E-01 0.2800274158E+02 -.2561800610E-03
0.5200000000E-02 0.1011557628E+01 -.9487234183E-01 0.2800279510E+02 -.2611658654E-03
