0.0000000000E+00 0.8059152828E+00 -.1560280857E+01 0.2800000000E+02 -.1301042607E-17
0.1000000000E-03 0.8058959826E+00 -.1560286550E+01 0.2800004299E+02 -.8320566418E-04
0.2000000000E-03 0.8058766854E+00 -.1560292240E+01 0.2800008599E+02 -.1663930745E-03
0.3000000000E-03 0.8058573912E+00 -.1560297926E+01 0.2800012900E+02 -.2495622312E-03
0.4000000000E-03 0.8058381000E+00 -.1560303609E+01 0.2800017202E+02 -.3327131375E-03
0.5000000000E-03 0.8058188118E+00 -.1560309290E+01 0.2800021505E+02 -.4158457913E-03
0.6000000000E-03 0.8057995266E+00 -.1560314967E+01 0.2800025810E+02 -.4989601941E-03
0.7000000000E-03 0.8057802445E+00 -.1560320641E+01 0.2800030116E+02 -.5820563468E-03
0.8000000000E-03 0.8057609654E+00 -.1560326311E+01 0.2800034422E+02 -.6651342501E-03
0.9000000000E-03 0.8057416893E+00 -.1560331979E+01 0.2800038730E+02 -.7481939046E-03
0.1000000000E-02 0.8057224161E+00 -.1560337643E+01 0.2800043039E+02 -.8312353111E-03
0.1100000000E-02 0.8057031461E+00 -.1560343305E+01 0.2800047349E+02 -.9142584703E-03
0.1200000000E-02 0.8056838790E+00 -.1560348963E+01 0.2800051661E+02 -.9972633828E-03
0.1300000000E-02 0.8056646149E+00 -.1560354618E+01 0.2800055973E+02 -.1080250049E-02
0.1400000000E-02 0.8056453539E+00 -.1560360269E+01 0.2800060287E+02 -.1163218471E-02
0.1500000000E-02 0.8056260958E+00 -.1560365918E+01 0.2800064601E+02 -.1246168648E-02
0.1600000000E-02 0.8056068408E+00 -.1560371564E+01 0.2800068917E+02 -.1329100581E-02
0.1700000000E-02 0.8055875888E+00 -.1560377206E+01 0.2800073234E+02 -.1412014271E-02
0.1800000000E-02 0.8055683397E+00 -.1560382845E+01 0.2800077552E+02 -.1494909719E-02
0.1900000000E-02 0.8055490937E+00 -.1560388481E+01 0.2800081871E+02 -.1577786925E-02
0.2000000000E-02 0.8055298508E+00 -.1560394114E+01 0.2800086192E+02 -.1660645890E-02
0.2100000000E-02 0.8055106108E+00 -.1560399744E+01 0.2800090513E+02 -.1743486615E-02
0.2200000000E-02 0.8054913738E+00 -.1560405371E+01 0.2800094836E+02 -.1826309100E-02
0.2300000000E-02 0.8054721398E+00 -.1560410994E+01 0.2800099160E+02 -.1909113347E-02
0.2400000000E-02 0.8054529089E+00 -.1560416614E+01 0.2800103485E+02 -.1991899355E-02
0.2500000000E-02 0.8054336808E+00 -.1560422232E+01 0.2800107810E+02 -.2074671854E-02
0.2600000000E-02 0.8054144558E+00 -.1560427846E+01 0.2800112137E+02 -.2157421579E-02
0.2700000000E-02 0.8053952339E+00 -.1560433457E+01 0.2800116465E+02 -.2240153069E-02
0.2800000000E-02 0.8053760150E+00 -.1560439064E+01 0.2800120795E+02 -.2322866310E-02
