0.0000000000E+00 0.7398367300E+00 -.6839243190E+00 0.1800000000E+02 -.1301042607E-17
0.1000000000E-03 0.7398531715E+00 -.6839226874E+00 0.1799994081E+02 0.5471782663E-04
0.2000000000E-03 0.7398696152E+00 -.6839210546E+00 0.1799988162E+02 0.1094426870E-03
0.3000000000E-03 0.7398860608E+00 -.6839194206E+00 0.1799982243E+02 0.1641745813E-03
0.4000000000E-03 0.7399025085E+00 -.6839177855E+00 0.1799976323E+02 0.2189135094E-03
0.5000000000E-03 0.7399189583E+00 -.6839161493E+00 0.1799970403E+02 0.2736594719E-03
0.6000000000E-03 0.7399354102E+00 -.6839145119E+00 0.1799964482E+02 0.3284124683E-03
0.7000000000E-03 0.7399518641E+00 -.6839128734E+00 0.1799958562E+02 0.3831724989E-03
0.8000000000E-03 0.7399683201E+00 -.6839112337E+00 0.1799952640E+02 0.4379395637E-03
0.9000000000E-03 0.7399847781E+00 -.6839095929E+00 0.1799946719E+02 0.4927136629E-03
0.1000000000E-02 0.7400012382E+00 -.6839079509E+00 0.1799940797E+02 0.5474947965E-03
0.1100000000E-02 0.7400177003E+00 -.6839063078E+00 0.1799934875E+02 0.6022829645E-03
0.1200000000E-02 0.7400341646E+00 -.6839046635E+00 0.1799928953E+02 0.6570781672E-03
0.1300000000E-02 0.7400506308E+00 -.6839030181E+00 0.1799923030E+02 0.7118804044E-03
0.1400000000E-02 0.7400670992E+00 -.6839013715E+00 0.1799917107E+02 0.7666896763E-03
0.1500000000E-02 0.7400835696E+00 -.6838997238E+00 0.1799911184E+02 0.8215059831E-03
0.1600000000E-02 0.7401000421E+00 -.6838980750E+00 0.1799905260E+02 0.8763293247E-03
0.1700000000E-02 0.7401165166E+00 -.6838964250E+00 0.1799899336E+02 0.9311597012E-03
0.1800000000E-02 0.7401329932E+00 -.6838947738E+00 0.1799893412E+02 0.9859971127E-03
0.1900000000E-02 0.7401494719E+00 -.6838931215E+00 0.1799887487E+02 0.1040841559E-02
0.2000000000E-02 0.7401659526E+00 -.6838914681E+00 0.1799881563E+02 0.1095693041E-02
0.2100000000E-02 0.7401824353E+00 -.6838898137E+00 0.1799875637E+02 0.1150543910E-02
